state,fy_label,fy_start_date,fy_start_type,signed_date,days_late,budget_enacted,date_precision,enactment_type,source,notes
Maine,FY2019,2018-07-01,Jul 1,2017-07-04,-362,yes,exact,biennial carryover,maine.gov treasurer official statement,"Second year of the FY2018-19 biennium, enacted Jul 4, 2017 after the shutdown."
Maine,FY2020,2019-07-01,Jul 1,2019-06-17,-14,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the fis cal 2020 -2021 budget on June 17..."""
Maine,FY2021,2020-07-01,Jul 1,2019-06-17,-380,yes,exact,biennial carryover,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-06-17). Odd-year-session state: no separate FY2021 enactment.
Maine,FY2022,2021-07-01,Jul 1,2021-07-01,0,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Mills signed the $8.5B FY2022-23 biennial budget Jul 1, 2021 — exactly on the fiscal year start."
Maine,FY2023,2022-07-01,Jul 1,2022-04-20,-72,yes,exact,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),Mills signed the FY2022-23 supplemental budget; $8.67B general fund.
Maine,FY2024,2023-07-01,Jul 1,2023-03-31,-92,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),"Biennial FY24-25; Mills signed current services budget Mar 31, then a $445M addition Jul 11"
Maine,FY2025,2024-07-01,Jul 1,2024-04-22,-70,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; supplemental budget signed by Mills
Maine,FY2026,2025-07-01,Jul 1,2025-06-23,-8,yes,exact,direct,maine.gov/governor; mainemorningstar.com,Was June 15 estimate (-16d). Two-stage: baseline $11.3B signed March 2025; supplemental $320M signed June 23. Full budget complete June 23 (-8d).
Maine,FY2027,2026-07-01,Jul 1,2026-04-10,-82,yes,exact,direct,maine.gov/governor; mainepublic.org; wabi.tv,"NOT a carryover: Mills signed the FY2026-27 supplemental budget Fri Apr 10, 2026 at Eastern Maine CC. ~$500M; makes Free Community College permanent, $300 relief checks, 2% millionaire's tax."
Maryland,FY2015,2014-07-01,Jul 1,2014-05-15,-47,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""signed the state’s a pproximately $39 billion fiscal 2015 bu..."""
Maryland,FY2016,2015-07-01,Jul 1,2015-04-13,-79,yes,exact,direct,washingtonpost.com; dbm.maryland.gov FY2016 Fiscal Digest,"The General Assembly passed the FY2016 budget in the closing hours of sine die, Apr 13, 2015; under Maryland practice the budget bill becomes law upon passage without gubernatorial signature."
Maryland,FY2017,2016-07-01,Jul 1,2016-03-29,-94,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Maryland's legislature approved the FY2017 budget Mar 29, 2016; under state law the budget bill became law upon passage without gubernatorial signature."
Maryland,FY2018,2017-07-01,Jul 1,2017-03-28,-95,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On March 28, Maryland’s legislature approved..."""
Maryland,FY2019,2018-07-01,Jul 1,2018-03-27,-96,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""On March 27, Maryland’s legislature approved..."""
Maryland,FY2020,2019-07-01,Jul 1,2019-03-26,-97,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""On March 26, Maryland’s legislature approved..."""
Maryland,FY2021,2020-07-01,Jul 1,2020-03-18,-105,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""On March 18, Maryland’s legislature approved..."""
Maryland,FY2022,2021-07-01,Jul 1,2021-05-18,-44,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Maryland's FY2022 budget was enacted May 18, 2021 ($54.2B all funds)."
Maryland,FY2023,2022-07-01,Jul 1,2022-05-16,-46,yes,exact,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),FY2023 budget enacted May 16; $61.04B all funds.
Maryland,FY2024,2023-07-01,Jul 1,2023-04-24,-68,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Governor Wes Moore approved the FY2024 budget
Maryland,FY2025,2024-07-01,Jul 1,2024-05-16,-46,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Governor Wes Moore approved the FY2025 budget
Maryland,FY2026,2025-07-01,Jul 1,2025-05-20,-42,yes,exact,direct,NASBO FY2026 Enacted; governor.maryland.gov,$67B
Maryland,FY2027,2026-07-01,Jul 1,2026-04-08,-84,yes,exact,direct,governor.maryland.gov; marylandmatters.org,"Moore signed $70.8B FY2027 budget, closing $1.4B shortfall without new taxes or fees"
Massachusetts,FY2015,2014-07-01,Jul 1,2014-07-11,10,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""On July 11, Massachusetts Governor Deval Patrick signed..."""
Massachusetts,FY2016,2015-07-01,Jul 1,2015-07-17,16,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""On July 17, Massachusetts Governor Charlie Baker signed..."""
Massachusetts,FY2017,2016-07-01,Jul 1,2016-07-08,7,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Baker signed the $38.92B FY2017 budget Jul 8, 2016 — 7 days into the fiscal year."
Massachusetts,FY2018,2017-07-01,Jul 1,2017-07-17,16,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Baker signed the $39.4B FY2018 budget Jul 17, 2017 — 16 days into the fiscal year."
Massachusetts,FY2019,2018-07-01,Jul 1,2018-07-26,25,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Baker signed the $41.2B FY2019 budget Jul 26, 2018 — 25 days into the fiscal year."
Massachusetts,FY2020,2019-07-01,Jul 1,2019-07-31,30,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Baker signed the $43.3B FY2020 budget Jul 31, 2019; the state ran on an interim budget through July."
Massachusetts,FY2021,2020-07-01,Jul 1,2020-12-11,163,yes,exact,direct,mass.gov press release 2020-12-11,"COVID-delayed. The state ran on interim budgets through the fall; Baker signed the $45.9B FY2021 budget Dec 11, 2020 — 163 days into the fiscal year."
Massachusetts,FY2022,2021-07-01,Jul 1,2021-07-16,15,yes,exact,direct,mass.gov budget.digital; mma.org,"Baker signed July 16, 2021."
Massachusetts,FY2023,2022-07-01,Jul 1,2022-07-28,27,yes,exact,direct,mass.gov; multiple news sources,Baker era; consistently late.
Massachusetts,FY2024,2023-07-01,Jul 1,2023-08-09,39,yes,exact,direct,mass.gov press release; wbur.org 2023-08-09; mma.org,
Massachusetts,FY2025,2024-07-01,Jul 1,2024-07-29,28,yes,exact,direct,mass.gov press release; wbur.org 2024-07-29; mma.org,Last of 46 July-1 states per NCSL
Massachusetts,FY2026,2025-07-01,Jul 1,2025-07-04,3,yes,exact,direct,mass.gov press release (FY2026 $60.9B); mma.org,Interim budget bridged gap
Massachusetts,FY2027,2026-07-01,Jul 1,,,no,not enacted,direct,NASBO Jul 2026 blog,NOT ENACTED as of Jul 1; legislature voting week of Jul 1; temp budget in place
Michigan,FY2015,2014-10-01,Oct 1,2014-06-30,-93,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2015 budget on June 30..."""
Michigan,FY2016,2015-10-01,Oct 1,2015-06-17,-106,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2016 budget on June 17..."""
Michigan,FY2017,2016-10-01,Oct 1,2016-06-29,-94,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Snyder completed signing the FY2017 budget Jun 29, 2016. MI FY starts Oct 1, so enacted well ahead of FY start."
Michigan,FY2018,2017-10-01,Oct 1,2017-07-14,-79,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2018 budget into law on July 14..."""
Michigan,FY2019,2018-10-01,Oct 1,2018-06-21,-102,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2019 budget into law on June 21..."""
Michigan,FY2020,2019-10-01,Oct 1,2019-09-30,-1,yes,exact,direct,michigan.gov/whitmer; bridgemi.com; crainsdetroit.com,"Whitmer signed all 16 FY2020 budget bills at 7pm Sep 30, 2019 — five hours before the Oct 1 fiscal year start — using 147 line-item vetoes to cut $947M, averting a shutdown."
Michigan,FY2021,2020-10-01,Oct 1,2020-09-30,-1,yes,exact,direct,michigan.gov/whitmer press release 2020-09-30,"Whitmer signed the FY2021 budget Sep 30, 2020, one day before Michigan's Oct 1 fiscal year start, despite the pandemic."
Michigan,FY2022,2021-10-01,Oct 1,2021-07-13,-80,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""on July 13, Michigan Governor Gretchen Whitmer signed..."""
Michigan,FY2023,2022-10-01,Oct 1,2022-07-14,-79,yes,exact,direct,NASBO Summaries of FY2023 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2023 enacted narrative. Quote: ""signed the state’s education budget on July 14..."""
Michigan,FY2024,2023-10-01,Oct 1,2023-07-31,-62,yes,exact,direct,michigan.gov/whitmer,MI FY starts Oct 1
Michigan,FY2025,2024-10-01,Oct 1,2024-07-24,-69,yes,exact,direct,michigan.gov/whitmer,
Michigan,FY2026,2025-10-01,Oct 1,2025-10-07,6,yes,exact,direct,bridgemi.com,Continuation budget Oct 1; full budget signed ~Oct 7
Michigan,FY2027,2026-10-01,Oct 1,,,no,not enacted,direct,NASBO Jul 2026 blog,MI FY starts Oct 1; not technically late yet but legislature hasn't finalized
Minnesota,FY2015,2014-07-01,Jul 1,2014-05-20,-42,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""signed into law the state’s fiscal 2014-2015 supplemental bu..."""
Minnesota,FY2016,2015-07-01,Jul 1,2015-06-13,-18,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""On June 13, Minnesota Governor Mark Dayton signed..."""
Minnesota,FY2017,2016-07-01,Jul 1,2016-06-01,-30,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2017 enacted narrative. Quote: ""signed a supplemental spending bill for the fiscal 2016 -2017 biennium on June 1..."""
Minnesota,FY2018,2017-07-01,Jul 1,2017-05-30,-32,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On May 30, Minnesota Governor Mark Dayton signed..."""
Minnesota,FY2019,2018-07-01,Jul 1,2017-05-30,-397,yes,exact,biennial carryover,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),Second year of the biennium enacted with FY2018 (signed 2017-05-30). Odd-year-session state: no separate FY2019 enactment.
Minnesota,FY2020,2019-07-01,Jul 1,2019-05-31,-31,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""On May 31, Minnesota Governor Tim Walz signed..."""
Minnesota,FY2021,2020-07-01,Jul 1,2019-05-31,-397,yes,exact,biennial carryover,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-05-31). Odd-year-session state: no separate FY2021 enactment.
Minnesota,FY2022,2021-07-01,Jul 1,2021-06-30,-1,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Walz completed signing the FY2022-23 biennial budget bills Jun 30, 2021, one day before FY start."
Minnesota,FY2023,2022-07-01,Jul 1,2021-06-30,-366,yes,exact,biennial carryover,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),Second year of the biennium enacted with FY2022 (signed 2021-06-30). Odd-year-session state: no separate FY2023 enactment.
Minnesota,FY2024,2023-07-01,Jul 1,2023-05-24,-38,yes,exact,direct,mn.gov/governor,Biennial 2024-25; $70.6B
Minnesota,FY2025,2024-07-01,Jul 1,2023-05-24,-404,yes,exact,biennial carryover,mn.gov/governor,Second year of the biennium enacted with FY2024 (signed 2023-05-24). Odd-year-session state: no separate FY2025 enactment.
Minnesota,FY2026,2025-07-01,Jul 1,2025-06-01,-30,yes,exact,direct,mn.gov/mmb; house.mn.gov,Was June 15 estimate (-16d). Budget targets agreed May 15; enacted 'in May and June 2025' per MMB. Bipartisan — House split 67-67.
Minnesota,FY2027,2026-07-01,Jul 1,2026-05-27,-35,yes,month-level estimate,direct,house.mn.gov Session Daily; minnpost.com; forvismazars.us,"NOT a carryover: Walz and legislative leaders struck an end-of-session supplemental deal May 13, 2026 (~$660M HCMC stabilization, $1.2B bonding, property tax refunds); session adjourned ~May 18 and HF2438 was signed May 27, 2026. Anchored to late May — exact signing day of the appropriations bills unconfirmed."
Mississippi,FY2015,2014-07-01,Jul 1,2014-04-15,-77,yes,month-level estimate,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),Bryant signed the legislation comprising the $6.1B FY2015 budget in April 2014; NASBO gives the month only.
Mississippi,FY2016,2015-07-01,Jul 1,2015-04-15,-77,yes,month-level estimate,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Mississippi finalized its FY2016 budget in April 2015; NASBO gives the month only.
Mississippi,FY2017,2016-07-01,Jul 1,2016-04-15,-77,yes,month-level estimate,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),Mississippi finalized its FY2017 budget in April 2016 ($5.8B general fund); NASBO gives the month only.
Mississippi,FY2018,2017-07-01,Jul 1,2017-06-15,-16,yes,month-level estimate,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),Mississippi finalized its FY2018 budget in June 2017 during a special session; NASBO gives the month only.
Mississippi,FY2019,2018-07-01,Jul 1,2018-03-15,-108,yes,month-level estimate,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),Mississippi finalized its FY2019 budget in March 2018; NASBO gives the month only.
Mississippi,FY2020,2019-07-01,Jul 1,2019-03-15,-108,yes,month-level estimate,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),Mississippi finalized its FY2020 budget in March 2019; NASBO gives the month only.
Mississippi,FY2021,2020-07-01,Jul 1,2020-06-15,-16,yes,month-level estimate,direct,lbo.ms.gov 2020 session budget summary,Mississippi's 2020 session was suspended for COVID and resumed in May-June to set the FY2021 budget. No exact signing day located; anchored to June 2020.
Mississippi,FY2022,2021-07-01,Jul 1,2021-03-15,-108,yes,month-level estimate,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),Mississippi finalized its FY2022 budget in March 2021; NASBO gives the month only.
Mississippi,FY2023,2022-07-01,Jul 1,2022-04-15,-77,yes,month-level estimate,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),Mississippi finalized its FY2023 budget in April 2022 ($7.3B state support funds); NASBO gives the month only.
Mississippi,FY2024,2023-07-01,Jul 1,2023-04-15,-77,yes,month-level estimate,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),"2023 session; per LBO the Legislature appropriated $6.66B in general funds. Session ran to May 11, 2023. Apr 15 estimate UNVERIFIED and possibly early — flagged for follow-up; exact signing day not found."
Mississippi,FY2025,2024-07-01,Jul 1,2024-05-15,-47,yes,month-level estimate,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),"Legislature passed the ~$7.9B FY2025 budget Fri May 3, 2024 (session gaveled out May 4). Signing followed; exact day unconfirmed — May 15 retained as a mid-month estimate after passage."
Mississippi,FY2026,2025-07-01,Jul 1,2025-06-19,-12,yes,exact,direct,mississippitoday.org; mpbonline.org,"CORRECTED: Was April 15 estimate (-77 days). Actually June 19 (-12 days) — required special session after regular session adjourned without passing any budget bills (first time since 2009). GOP infighting over tax cuts and capital projects. Governor called special session May 28. Senate finished May 29, House worked past midnight. Signed June 19-20 with vetoes. Nearly missed July 1 deadline."
Mississippi,FY2027,2026-07-01,Jul 1,2026-04-15,-77,yes,month-level estimate,direct,mississippitoday.org,2026 session concluded ~Apr 3 with $7.36B budget; exact signing day not confirmed
Missouri,FY2015,2014-07-01,Jul 1,2014-06-24,-7,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""On June 24, Missouri Governor Jay Nixon signed..."""
Missouri,FY2016,2015-07-01,Jul 1,2015-05-08,-54,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""On May 8, Missouri Governor Jay Nixon signed..."""
Missouri,FY2017,2016-07-01,Jul 1,2016-05-06,-56,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2017 enacted narrative (recovered via PyMuPDF; pypdf could not read this file). Quote: ""On May 6, Missouri Governor Jay Nixon signed..."""
Missouri,FY2018,2017-07-01,Jul 1,2017-06-30,-1,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On June 30, Missouri Governor Eric Greitens signed..."""
Missouri,FY2019,2018-07-01,Jul 1,2018-06-29,-2,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""signed the bills that comprise the fiscal 2019 budget on Jun..."""
Missouri,FY2020,2019-07-01,Jul 1,2019-06-10,-21,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Parson completed signing the 19 bills comprising the $30.0B FY2020 budget Jun 10, 2019."
Missouri,FY2021,2020-07-01,Jul 1,2020-06-30,-1,yes,exact,direct,themissouritimes.com; governor.mo.gov,"Parson signed the FY2021 budget bills Jun 30, 2020 (~$35.3B total, $10B general revenue)."
Missouri,FY2022,2021-07-01,Jul 1,2021-06-30,-1,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Parson completed signing the 19 bills comprising the FY2022 budget Jun 30, 2021."
Missouri,FY2023,2022-07-01,Jul 1,2022-06-30,-1,yes,exact,direct,news.mobar.org; missouriindependent.com,"Parson signed the FY2023 operating budget Jun 30, 2022 with 32 line-item vetoes totalling ~$644M."
Missouri,FY2024,2023-07-01,Jul 1,2023-06-30,-1,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Parson completed signing 20 bills; 201 line-item vetoes
Missouri,FY2025,2024-07-01,Jul 1,2024-06-28,-3,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Parson completed signing 20 bills; 173 line-item vetoes
Missouri,FY2026,2025-07-01,Jul 1,2025-06-30,-1,yes,exact,direct,NASBO FY2026 Enacted; governor.mo.gov,208 vetoes
Missouri,FY2027,2026-07-01,Jul 1,2026-07-01,0,yes,exact,direct,kctv5.com,$50.7B; signed on FY start date
Montana,FY2015,2014-07-01,Jul 1,2013-05-15,-412,yes,month-level estimate,biennial carryover,mtstandard.com; archive.legmt.gov HB 2,"Second year of the FY2014-15 biennium. Legislature adjourned Apr 24, 2013; Bullock signed the major spending bills including HB 2 (General Appropriations Act of 2013) in May 2013; reporting gives the month only."
Montana,FY2016,2015-07-01,Jul 1,2015-05-05,-57,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""signed the state’s new biennium budget into law on May 5..."""
Montana,FY2017,2016-07-01,Jul 1,2015-05-05,-423,yes,exact,biennial carryover,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2016 (signed 2015-05-05). Odd-year-session state: no separate FY2017 enactment.
Montana,FY2018,2017-07-01,Jul 1,2017-05-09,-53,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2018-2019 biennial budget into law..."""
Montana,FY2019,2018-07-01,Jul 1,2017-05-09,-418,yes,exact,biennial carryover,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),Second year of the biennium enacted with FY2018 (signed 2017-05-09). NASBO's FY2019 edition states this state enacted a two-year budget and took no separate FY2019 action.
Montana,FY2020,2019-07-01,Jul 1,2019-05-13,-49,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2020 -2021 budget into law on May..."""
Montana,FY2021,2020-07-01,Jul 1,2019-05-13,-415,yes,exact,biennial carryover,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-05-13). NASBO's FY2021 edition states this state enacted a two-year budget and took no separate FY2021 action.
Montana,FY2022,2021-07-01,Jul 1,2021-05-20,-42,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s budget for the fiscal 2022-2023 biennium..."""
Montana,FY2023,2022-07-01,Jul 1,2021-05-20,-407,yes,exact,biennial carryover,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),Second year of the biennium enacted with FY2022 (signed 2021-05-20). NASBO's FY2023 edition states this state enacted a two-year budget and took no separate FY2023 action.
Montana,FY2024,2023-07-01,Jul 1,2023-06-14,-17,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; Gianforte signed
Montana,FY2025,2024-07-01,Jul 1,2023-06-14,-383,yes,exact,biennial carryover,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Second year of the biennium enacted with FY2024 (signed 2023-06-14). Odd-year-session state: no separate FY2025 enactment.
Montana,FY2026,2025-07-01,Jul 1,2025-06-20,-11,yes,exact,direct,dailymontanan.com; montanafreepress.org; mtpr.org,"Was May 15 estimate (-47 days). Actually June 20 (-11 days) — wrong direction, estimated too early. Legislature adjourned May 7 but Gianforte took 6 weeks to sign. Vetoed $381M total ($31M line-item from HB2 + $350M in individual bills). Intra-GOP friction even in R trifecta."
Montana,FY2027,2026-07-01,Jul 1,2025-06-20,-376,yes,exact,biennial carryover,dailymontanan.com; montanafreepress.org; mtpr.org,"Was May 15 estimate (-47 days). Actually June 20 (-11 days) — wrong direction, estimated too early. Legislature adjourned May 7 but Gianforte took 6 weeks to sign. Vetoed $381M total ($31M line-item from HB2 + $350M in individual bills). Intra-GOP friction even in R trifecta (biennial carryover of the FY2026 enactment, signed 2025-06-20). VERIFIED: Legislature meets only in odd-numbered years; no 2026 session, so no FY2027 adjustment possible."
Nebraska,FY2015,2014-07-01,Jul 1,2014-03-29,-94,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Heineman signed a $7.8B mid-biennium budget adjustment Mar 29, 2014."
Nebraska,FY2016,2015-07-01,Jul 1,2015-05-15,-47,yes,month-level estimate,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Ricketts signed Nebraska's FY2016-17 biennial budget in May 2015; NASBO gives the month only.
Nebraska,FY2017,2016-07-01,Jul 1,2016-03-31,-92,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2017 enacted narrative (recovered via PyMuPDF; pypdf could not read this file). Quote: ""signed the state’s mid -biennium budget adjustments without any vetoes on March 31..."""
Nebraska,FY2018,2017-07-01,Jul 1,2017-05-15,-47,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On May 15, Nebraska Governor Pete Ricketts signed..."""
Nebraska,FY2019,2018-07-01,Jul 1,2018-04-04,-88,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""signed a mid-biennium budget adjustment bill on April 4..."""
Nebraska,FY2020,2019-07-01,Jul 1,2019-05-27,-35,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2020 -2021 biennial budget on May..."""
Nebraska,FY2021,2020-07-01,Jul 1,2020-08-07,37,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""signed a mid-biennium adjustment bill on August 7..."""
Nebraska,FY2022,2021-07-01,Jul 1,2021-04-26,-66,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2022-2023 biennial budget on April..."""
Nebraska,FY2023,2022-07-01,Jul 1,2022-04-04,-88,yes,exact,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),Ricketts signed a mid-biennium adjustment bill raising FY22-23 General Fund appropriations to $5.13B.
Nebraska,FY2024,2023-07-01,Jul 1,2023-05-24,-38,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; Pillen signed
Nebraska,FY2025,2024-07-01,Jul 1,2024-04-02,-90,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; Pillen signed mid-biennium adjustment to 2023-enacted budget
Nebraska,FY2026,2025-07-01,Jul 1,2025-06-05,-26,yes,exact,direct,NASBO FY2026 Enacted,"Biennial; unicameral; enacted ~June 2025; Pillen. April 15 estimate re-checked during audit, confirmed reasonable — $627M deficit to solve."
